epoch,train_loss,vertices_seen,data_gen_time,train_epoch_time
1,2014.7262506103516,1000000,6.120214939117432,17.020874977111816
2,454.62204681396486,1000000,6.743626117706299,17.625492095947266
3,238.78372604370117,1000000,6.624654054641724,16.91768193244934
4,234.93756942749025,1000000,6.619855165481567,16.55965280532837
5,235.1807196044922,1000000,6.591844081878662,16.670464992523193
6,234.5102798461914,1000000,6.620970010757446,16.40235185623169
7,232.95725387573242,1000000,6.741650342941284,16.58126211166382
8,233.17608001708984,1000000,6.971860408782959,17.693077087402344
9,232.9299038696289,1000000,6.601880073547363,16.443115949630737
10,232.17705581665038,1000000,6.76301908493042,16.904573917388916
11,232.38311981201173,1000000,6.697885036468506,16.8406081199646
12,232.79892684936524,1000000,6.655107021331787,17.699706077575684
13,231.59024810791016,1000000,6.611968994140625,16.724676847457886
14,232.12016311645507,1000000,6.608013153076172,16.78047013282776
15,232.46186264038087,1000000,6.597583055496216,16.32477903366089
16,231.73863967895508,1000000,6.621049880981445,18.62161684036255
17,231.88856048583983,1000000,6.747215032577515,16.938997983932495
18,231.85067657470702,1000000,6.585431098937988,16.557205200195312
19,231.58394454956056,1000000,7.406368970870972,17.63945484161377
20,232.20377487182617,1000000,6.62403416633606,16.50987982749939
21,231.3936265563965,1000000,6.6040849685668945,16.8716778755188
22,231.09823211669922,1000000,6.653370141983032,17.880483627319336
23,231.53082443237304,1000000,6.619607210159302,16.558173894882202
24,232.01585220336915,1000000,6.628764867782593,16.26702880859375
25,232.00844497680663,1000000,6.694082021713257,16.367124795913696
26,231.73199493408202,1000000,6.644521951675415,16.779584169387817
27,230.82435852050781,1000000,7.189905881881714,19.170761823654175
28,231.41408401489258,1000000,6.6301109790802,17.447461128234863
29,231.15147659301758,1000000,6.684859752655029,18.260725021362305
30,230.71033233642578,1000000,6.688117027282715,18.192945957183838
31,231.2007536315918,1000000,6.743045330047607,17.044750928878784
32,230.86681533813476,1000000,6.682902097702026,17.48409676551819
33,230.55548583984375,1000000,6.612624883651733,16.282238006591797
34,230.9246160888672,1000000,6.601561784744263,16.588309049606323
35,231.09867294311525,1000000,6.648961067199707,16.404957056045532
36,230.2904067993164,1000000,6.598441123962402,17.897032022476196
37,230.62396743774414,1000000,6.9441328048706055,16.585676908493042
38,231.18676666259765,1000000,6.58715295791626,16.42152714729309
39,230.33855392456056,1000000,6.6138129234313965,16.669333934783936
40,230.76793731689452,1000000,6.597296237945557,16.484094858169556
41,231.1624496459961,1000000,6.596644163131714,17.376528024673462
42,230.65995895385743,1000000,6.659583330154419,16.46517038345337
43,230.9956312561035,1000000,6.590131044387817,16.217233896255493
44,230.25902206420898,1000000,6.599979877471924,17.653711795806885
45,230.74715606689452,1000000,6.643639802932739,16.05557131767273
46,230.92172576904298,1000000,6.6090989112854,16.36918616294861
47,229.95872909545898,1000000,6.601149082183838,16.358372926712036
48,230.17763092041017,1000000,6.692499160766602,16.63982391357422
49,230.28490585327148,1000000,6.621199131011963,16.59160614013672
50,230.6861686706543,1000000,6.619427919387817,16.36104726791382
51,230.98446151733398,1000000,6.953693151473999,16.35893416404724
52,230.90732894897462,1000000,6.919081926345825,17.31627082824707
53,231.13071044921875,1000000,6.714934825897217,16.40197205543518
54,230.31390197753908,1000000,6.639501094818115,16.083640813827515
55,230.26620193481446,1000000,6.630914211273193,16.28551411628723
56,230.10703857421876,1000000,6.709198236465454,15.96690821647644
57,230.024169921875,1000000,6.685801982879639,16.08847427368164
58,230.23015716552734,1000000,6.684526205062866,16.111884117126465
59,230.1500979614258,1000000,6.6205480098724365,15.921190977096558
60,230.27248352050782,1000000,6.694544076919556,16.093838930130005
61,230.18580368041992,1000000,6.633708953857422,16.09964108467102
62,230.3974589538574,1000000,6.602380752563477,16.16265606880188
63,229.7092024230957,1000000,6.716420888900757,16.12290906906128
64,230.84747665405274,1000000,6.609372854232788,16.109708070755005
65,230.26529510498048,1000000,6.601562261581421,16.07509469985962
66,230.58559448242187,1000000,8.855742931365967,16.38511300086975
67,230.41516021728515,1000000,6.894195795059204,16.395605087280273
68,229.87559265136719,1000000,6.627567768096924,16.431483030319214
69,229.79583953857423,1000000,6.6027209758758545,15.921296119689941
70,229.88924880981446,1000000,6.795010805130005,16.320733070373535
71,229.90997024536134,1000000,6.618346929550171,16.202683925628662
72,229.73543197631835,1000000,6.602637052536011,16.132426977157593
73,230.00833129882812,1000000,6.683719158172607,15.913930177688599
74,230.28229766845703,1000000,6.667955160140991,15.924254179000854
75,230.17291900634766,1000000,6.629034996032715,18.307368755340576
76,230.06680053710937,1000000,7.251344919204712,16.24593710899353
77,229.01085235595704,1000000,6.683419227600098,16.192956924438477
78,230.85018188476562,1000000,6.61751389503479,16.082733154296875
79,229.91370193481444,1000000,6.653000116348267,16.189542770385742
80,229.9707304382324,1000000,6.7342729568481445,16.124084949493408
81,230.0689747619629,1000000,6.681501865386963,17.08427405357361
82,230.5148779296875,1000000,6.663651943206787,16.44962191581726
83,229.58415908813475,1000000,6.61230993270874,16.235610961914062
84,230.42142684936525,1000000,6.591867923736572,16.26004195213318
85,229.65055801391603,1000000,6.598785161972046,16.35855531692505
86,230.01337448120117,1000000,6.68034029006958,16.359761238098145
87,229.2261943054199,1000000,7.189456939697266,18.440547227859497
88,229.58119033813477,1000000,7.3162360191345215,16.391474962234497
89,230.70362182617188,1000000,6.612726211547852,16.35801100730896
90,229.13578903198243,1000000,6.61250114440918,16.340439796447754
91,229.7143701171875,1000000,6.618583917617798,17.280627012252808
92,228.82959518432617,1000000,6.627354145050049,16.508844137191772
93,229.4802310180664,1000000,6.6604931354522705,16.71164608001709
94,229.5068180847168,1000000,6.622355937957764,16.32826805114746
95,229.71603729248048,1000000,6.662342071533203,16.501034021377563
96,229.7805029296875,1000000,6.669063329696655,16.370989084243774
97,229.77700408935547,1000000,6.5758421421051025,17.806629180908203
98,229.58262115478516,1000000,6.616559743881226,16.17318081855774
99,229.6507403564453,1000000,6.5775721073150635,16.318952322006226
100,230.23298873901368,1000000,6.623485326766968,16.39104390144348
101,230.05619979858398,1000000,6.661216974258423,16.472259998321533
102,229.7527702331543,1000000,6.6595680713653564,16.37672209739685
103,229.4984344482422,1000000,6.576721906661987,16.194869995117188
104,230.37233139038085,1000000,6.60004186630249,16.314288854599
105,229.95503982543946,1000000,6.63360595703125,19.373588800430298
106,229.6883251953125,1000000,7.064446926116943,19.431485891342163
107,229.6119647216797,1000000,7.608689069747925,20.07178807258606
108,229.24215225219726,1000000,7.138154983520508,16.47044801712036
